Date,Close/Last,Volume,Open,High,Low
09/07/2021,156.69,82278260,154.97,157.26,154.39
09/03/2021,154.3,57866070,153.76,154.63,153.09
09/02/2021,153.65,71171320,153.87,154.72,152.4
09/01/2021,152.51,80313710,152.83,154.98,152.34
08/31/2021,151.83,86453120,152.66,152.8,151.29
08/30/2021,153.12,90956720,149,153.49,148.61
08/27/2021,148.6,55802390,147.48,148.75,146.83
08/26/2021,147.54,48597200,148.35,149.12,147.51
08/25/2021,148.36,58991300,149.81,150.32,147.8
08/24/2021,149.62,48606430,149.45,150.86,149.15
08/23/2021,149.71,60131810,148.31,150.19,147.89
08/20/2021,148.19,60549630,147.44,148.5,146.78
08/19/2021,146.7,86960310,145.03,148,144.5
08/18/2021,146.36,86325990,149.8,150.72,146.15
08/17/2021,150.19,92229740,150.23,151.68,149.09
08/16/2021,151.12,103558800,148.535,151.19,146.47
08/13/2021,149.1,59375010,148.97,149.4444,148.27
08/12/2021,148.89,73779110,146.19,149.05,145.84
08/11/2021,145.86,48493460,146.05,146.72,145.53
08/10/2021,145.6,69023080,146.44,147.71,145.3
08/09/2021,146.09,48908690,146.2,146.7,145.52
08/06/2021,146.14,54126810,146.35,147.11,145.63
08/05/2021,147.06,46397670,146.98,147.84,146.17
08/04/2021,146.95,56368270,147.27,147.79,146.28
08/03/2021,147.36,64786620,145.81,148.045,145.18
08/02/2021,145.52,62879960,146.36,146.95,145.25
07/30/2021,145.86,70440630,144.38,146.33,144.11
07/29/2021,145.64,56699480,144.685,146.55,144.58
07/28/2021,144.98,118931200,144.81,146.97,142.54
07/27/2021,146.77,104818600,149.12,149.21,145.55
07/26/2021,148.99,72434090,148.27,149.83,147.7
07/23/2021,148.56,71447420,147.55,148.7177,146.92
07/22/2021,146.8,77338160,145.935,148.195,145.81
07/21/2021,145.4,74993460,145.53,146.13,144.63
07/20/2021,146.15,96350040,143.46,147.0997,142.96
07/19/2021,142.45,121434600,143.75,144.07,141.67
07/16/2021,146.39,93251430,148.46,149.76,145.88
07/15/2021,148.48,106820300,149.24,150,147.09
07/14/2021,149.15,127050800,148.1,149.57,147.68
07/13/2021,145.64,100827100,144.03,147.46,143.63
07/12/2021,144.5,76299720,146.21,146.32,144
07/09/2021,145.11,99890800,142.75,145.65,142.6522
07/08/2021,143.24,105575500,141.58,144.06,140.665
07/07/2021,144.57,104911600,143.535,144.89,142.66
07/06/2021,142.02,108181800,140.07,143.15,140.07
07/02/2021,139.96,78945570,137.9,140,137.745
07/01/2021,137.27,52485780,136.6,137.33,135.76
06/30/2021,136.96,63261390,136.17,137.41,135.87
06/29/2021,136.33,64556080,134.8,136.49,134.35
06/28/2021,134.78,62111300,133.41,135.245,133.35
06/25/2021,133.11,70783750,133.46,133.89,132.81
06/24/2021,133.41,68711000,134.45,134.64,132.93
06/23/2021,133.7,60214200,133.77,134.32,133.23
06/22/2021,133.98,74783620,132.13,134.08,131.62
06/21/2021,132.3,79663320,130.3,132.41,129.21
06/18/2021,130.46,108953300,130.71,131.51,130.24
06/17/2021,131.79,96721670,129.8,132.55,129.65
06/16/2021,130.15,91815030,130.37,130.89,128.461
06/15/2021,129.64,62746330,129.94,130.6,129.39
06/14/2021,130.48,96906490,127.82,130.54,127.07
06/11/2021,127.35,53522370,126.53,127.44,126.1
06/10/2021,126.11,71186420,127.02,128.19,125.94
06/09/2021,127.13,56877940,127.21,127.75,126.52
06/08/2021,126.74,74403770,126.6,128.46,126.2101
06/07/2021,125.9,71057550,126.17,126.32,124.8321
06/04/2021,125.89,75169340,124.07,126.16,123.85
06/03/2021,123.54,76229170,124.68,124.85,123.13
06/02/2021,125.06,59278860,124.28,125.24,124.05
06/01/2021,124.28,67637120,125.08,125.35,123.94
05/28/2021,124.61,71311110,125.57,125.8,124.55
05/27/2021,125.28,94625600,126.44,127.64,125.08
05/26/2021,126.85,56575920,126.955,127.39,126.42
05/25/2021,126.9,72009480,127.82,128.32,126.32
05/24/2021,127.1,63092950,126.01,127.94,125.94
05/21/2021,125.43,79295440,127.82,128,125.21
05/20/2021,127.31,76857120,125.23,127.72,125.1
05/19/2021,124.69,92611990,123.16,124.915,122.86
05/18/2021,124.85,63342930,126.56,126.99,124.78
05/17/2021,126.27,74116550,126.82,126.93,125.17
05/14/2021,127.45,81917950,126.25,127.89,125.85
05/13/2021,124.97,105861300,124.58,126.15,124.26
05/12/2021,122.77,112172300,123.4,124.64,122.25
05/11/2021,125.91,126142800,123.5,126.27,122.77
05/10/2021,126.85,88071230,129.41,129.54,126.81
05/07/2021,130.21,78973270,130.85,131.2582,129.475
05/06/2021,129.74,78128330,127.89,129.75,127.13
05/05/2021,128.1,84000900,129.2,130.45,127.97
05/04/2021,127.85,137564700,131.19,131.4899,126.7
05/03/2021,132.54,75135100,132.04,134.07,131.83
04/30/2021,131.46,109839500,131.78,133.56,131.065
04/29/2021,133.48,151101000,136.47,137.07,132.45
04/28/2021,133.58,107760100,134.31,135.02,133.08
04/27/2021,134.39,66015800,135.01,135.41,134.11
04/26/2021,134.72,66905070,134.83,135.06,133.56
04/23/2021,134.32,78756780,132.16,135.12,132.16
04/22/2021,131.94,84566460,133.04,134.15,131.41
04/21/2021,133.5,68847140,132.36,133.75,131.3001
04/20/2021,133.11,94812350,135.02,135.53,131.81
04/19/2021,134.84,94264220,133.51,135.47,133.34
04/16/2021,134.16,84922390,134.3,134.67,133.28
04/15/2021,134.5,89347100,133.82,135,133.64
04/14/2021,132.03,87222780,134.94,135,131.655
04/13/2021,134.43,91266550,132.44,134.66,131.93
04/12/2021,131.24,91419980,132.52,132.85,130.63
04/09/2021,132.995,106686700,129.8,133.04,129.47
04/08/2021,130.36,88844590,128.95,130.39,128.52
04/07/2021,127.9,83466720,125.83,127.92,125.14
04/06/2021,126.21,80171250,126.5,127.13,125.65
04/05/2021,125.9,88651180,123.87,126.1601,123.07
04/01/2021,123,75089130,123.66,124.18,122.49
03/31/2021,122.15,118323800,121.65,123.52,121.15
03/30/2021,119.9,85671920,120.11,120.4031,118.86
03/29/2021,121.39,80819200,121.65,122.58,120.7299
03/26/2021,121.21,94071230,120.35,121.48,118.92
03/25/2021,120.59,98844680,119.54,121.66,119
03/24/2021,120.09,88530490,122.82,122.9,120.065
03/23/2021,122.54,95467140,123.33,124.24,122.14
03/22/2021,123.39,111912300,120.33,123.87,120.26
03/19/2021,119.99,185549500,119.9,121.43,119.675
03/18/2021,120.53,121469800,122.88,123.18,120.32
03/17/2021,124.76,111932600,124.05,125.8599,122.336
03/16/2021,125.57,115227900,125.7,127.22,124.715
03/15/2021,123.99,92590560,121.41,124,120.42
03/12/2021,121.03,88105050,120.4,121.17,119.16
03/11/2021,121.96,103026500,122.54,123.21,121.26
03/10/2021,119.98,111943300,121.69,122.17,119.45
03/09/2021,121.085,129525800,119.03,122.06,118.79
03/08/2021,116.36,154376600,120.93,121,116.21
03/05/2021,121.42,153766600,120.98,121.935,117.57
03/04/2021,120.13,178155000,121.75,123.6,118.62
03/03/2021,122.06,112966300,124.81,125.71,121.84
03/02/2021,125.12,102260900,128.41,128.72,125.01
03/01/2021,127.79,116307900,123.75,127.93,122.79
02/26/2021,121.26,164560400,122.59,124.85,121.2
02/25/2021,120.99,148199500,124.68,126.4585,120.54
02/24/2021,125.35,111039900,124.94,125.56,122.23
02/23/2021,125.86,158273000,123.76,126.71,118.39
02/22/2021,126,103916400,128.01,129.72,125.6
02/19/2021,129.87,87668830,130.24,130.71,128.8
02/18/2021,129.71,96856750,129.2,129.995,127.41
02/17/2021,130.84,98085250,131.25,132.22,129.47
02/16/2021,133.19,80576320,135.49,136.01,132.79
02/12/2021,135.37,60145130,134.35,135.53,133.6921
02/11/2021,135.13,64280030,135.9,136.39,133.77
02/10/2021,135.39,73046560,136.48,136.99,134.4
02/09/2021,136.01,76774210,136.62,137.877,135.85
02/08/2021,136.91,71297210,136.03,136.96,134.92
02/05/2021,136.76,75693830,137.35,137.42,135.86
02/04/2021,137.39,84183060,136.3,137.4,134.59
02/03/2021,133.94,89880940,135.76,135.77,133.61
02/02/2021,134.99,83305370,135.73,136.31,134.61
02/01/2021,134.14,106239800,133.75,135.38,130.93
01/29/2021,131.96,177523800,135.83,136.74,130.21
01/28/2021,137.09,142621100,139.52,141.99,136.7
01/27/2021,142.06,140843800,143.43,144.3,140.41
01/26/2021,143.16,98390560,143.6,144.3,141.37
01/25/2021,142.92,157611700,143.07,145.09,136.54
01/22/2021,139.07,114459400,136.28,139.85,135.02
01/21/2021,136.87,120529500,133.8,139.67,133.59
01/20/2021,132.03,104319500,128.66,132.49,128.55
01/19/2021,127.83,90757330,127.78,128.71,126.938
01/15/2021,127.14,111598500,128.78,130.2242,127
01/14/2021,128.91,90221760,130.8,131,128.76
01/13/2021,130.89,88636830,128.76,131.45,128.49
01/12/2021,128.8,91951150,128.5,129.69,126.86
01/11/2021,128.98,100620900,129.19,130.17,128.5
01/08/2021,132.05,105158200,132.43,132.63,130.23
01/07/2021,130.92,109578200,128.36,131.63,127.86
01/06/2021,126.6,155088000,127.72,131.0499,126.382
01/05/2021,131.01,97664900,128.89,131.74,128.43
01/04/2021,129.41,143301900,133.52,133.6116,126.76
12/31/2020,132.69,99116590,134.08,134.74,131.72
12/30/2020,133.72,96452120,135.58,135.99,133.4
12/29/2020,134.87,121047300,138.05,138.789,134.3409
12/28/2020,136.69,124486200,133.99,137.34,133.51
12/24/2020,131.97,54930060,131.32,133.46,131.1
12/23/2020,130.96,88223690,132.16,132.43,130.78
12/22/2020,131.88,169351800,131.61,134.405,129.65
12/21/2020,128.23,121251600,125.02,128.31,123.449
12/18/2020,126.655,192541500,128.96,129.1,126.12
12/17/2020,128.7,94359810,128.9,129.58,128.045
12/16/2020,127.81,98208590,127.41,128.37,126.56
12/15/2020,127.88,157572300,124.34,127.9,124.13
12/14/2020,121.78,79075990,122.6,123.35,121.54
12/11/2020,122.41,86939790,122.43,122.76,120.55
12/10/2020,123.24,81312170,120.5,123.87,120.15
12/09/2020,121.78,115089200,124.53,125.95,121
12/08/2020,124.38,82225510,124.37,124.98,123.09
